# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
67.1365 4.44303e-07 -5.47404e-13 -1.19038e-06 3.15589e-13 1.63468e-06 -8.62993e-13
67.5245 4.36482e-07 -5.72696e-13 -1.15633e-06 4.48032e-13 1.59281e-06 -1.02073e-12
67.9125 4.23884e-07 -5.90868e-13 -1.12172e-06 5.72299e-13 1.5456e-06 -1.16317e-12
68.3005 4.06763e-07 -6.01865e-13 -1.08672e-06 6.86616e-13 1.49348e-06 -1.28848e-12
68.6885 3.85437e-07 -6.05673e-13 -1.0515e-06 7.89367e-13 1.43694e-06 -1.39504e-12
69.0765 3.60279e-07 -6.02389e-13 -1.01625e-06 8.79093e-13 1.37653e-06 -1.48148e-12
69.4645 3.31716e-07 -5.92134e-13 -9.81162e-07 9.54506e-13 1.31288e-06 -1.54664e-12
69.8525 3.00224e-07 -5.75064e-13 -9.46425e-07 1.01453e-12 1.24665e-06 -1.58959e-12
70.2405 2.66319e-07 -5.51381e-13 -9.12251e-07 1.05829e-12 1.17857e-06 -1.60967e-12
70.6285 2.30558e-07 -5.21398e-13 -8.78855e-07 1.0851e-12 1.10941e-06 -1.6065e-12
71.0165 1.93533e-07 -4.85393e-13 -8.46459e-07 1.0946e-12 1.03999e-06 -1.57999e-12
71.4045 1.5586e-07 -4.43728e-13 -8.15285e-07 1.08662e-12 9.71145e-07 -1.53034e-12
71.7925 1.18176e-07 -3.9681e-13 -7.8556e-07 1.06125e-12 9.03736e-07 -1.45806e-12
72.1805 8.11325e-08 -3.45079e-13 -7.57504e-07 1.01888e-12 8.38637e-07 -1.36396e-12
72.5685 4.53857e-08 -2.89031e-13 -7.3133e-07 9.6011e-13 7.76716e-07 -1.24914e-12
72.9565 1.15869e-08 -2.29165e-13 -7.07237e-07 8.85846e-13 7.18824e-07 -1.11501e-12
73.3445 -1.96265e-08 -1.66161e-13 -6.85406e-07 7.97165e-13 6.6578e-07 -9.63326e-13
73.7325 -4.76425e-08 -1.00615e-13 -6.65992e-07 6.95451e-13 6.1835e-07 -7.96066e-13
74.1205 -7.18856e-08 -3.32076e-14 -6.4912e-07 5.82313e-13 5.77234e-07 -6.15521e-13
74.5085 -9.18297e-08 3.52611e-14 -6.34877e-07 4.59526e-13 5.43048e-07 -4.24265e-13
74.8965 -1.0701e-07 1.03933e-13 -6.2331e-07 3.28991e-13 5.163e-07 -2.25059e-13
75.2845 -1.17037e-07 1.71945e-13 -6.14418e-07 1.92825e-13 4.97381e-07 -2.08798e-14
75.6725 -1.21608e-07 2.38345e-13 -6.08149e-07 5.32407e-14 4.86541e-07 1.85104e-13
76.0605 -1.20517e-07 3.02154e-13 -6.04396e-07 -8.74562e-14 4.83879e-07 3.8961e-13
76.4485 -1.1367e-07 3.62384e-13 -6.02998e-07 -2.26909e-13 4.89327e-07 5.89292e-13
76.8365 -1.0109e-07 4.18006e-13 -6.03734e-07 -3.62765e-13 5.02644e-07 7.80771e-13
77.2245 -8.29235e-08 4.67993e-13 -6.0633e-07 -4.92664e-13 5.23406e-07 9.60657e-13
77.6125 -5.94496e-08 5.11384e-13 -6.10457e-07 -6.14306e-13 5.51008e-07 1.12569e-12
78.0005 -3.10769e-08 5.4718e-13 -6.15739e-07 -7.25559e-13 5.84662e-07 1.27274e-12
78.3885 1.65599e-09 5.74533e-13 -6.21752e-07 -8.24307e-13 6.23408e-07 1.39884e-12
78.7765 3.80863e-08 5.92621e-13 -6.28038e-07 -9.08707e-13 6.66124e-07 1.50133e-12
79.1645 7.74357e-08 6.00765e-13 -6.3411e-07 -9.77075e-13 7.11546e-07 1.57784e-12
79.5525 1.18823e-07 5.98433e-13 -6.39463e-07 -1.02798e-12 7.58287e-07 1.62641e-12
79.9405 1.61283e-07 5.85207e-13 -6.43584e-07 -1.06025e-12 8.04867e-07 1.64546e-12
80.3285 2.0378e-07 5.60875e-13 -6.45962e-07 -1.07303e-12 8.49742e-07 1.63391e-12
80.7165 2.4524e-07 5.25423e-13 -6.46104e-07 -1.06578e-12 8.91344e-07 1.5912e-12
81.1045 2.84569e-07 4.79036e-13 -6.43543e-07 -1.03828e-12 9.28112e-07 1.51731e-12
81.4925 3.20686e-07 4.22132e-13 -6.37852e-07 -9.90628e-13 9.58537e-07 1.41276e-12
81.8805 3.52549e-07 3.55338e-13 -6.28653e-07 -9.23294e-13 9.81202e-07 1.27863e-12
82.2823 3.80024e-07 2.76658e-13 -6.15098e-07 -8.33703e-13 9.95122e-07 1.11036e-12
82.6841 4.00932e-07 1.89476e-13 -5.97176e-07 -7.2515e-13 9.98108e-07 9.14627e-13
83.0858 4.14459e-07 9.52172e-14 -5.74706e-07 -5.99254e-13 9.89165e-07 6.94471e-13
83.4876 4.19967e-07 -4.47098e-15 -5.47606e-07 -4.57967e-13 9.67573e-07 4.53496e-13
83.8893 4.17025e-07 -1.07773e-13 -5.15895e-07 -3.03604e-13 9.3292e-07 1.9583e-13
84.2911 4.05429e-07 -2.12704e-13 -4.79696e-07 -1.38678e-13 8.85126e-07 -7.40257e-14
84.6929 3.8522e-07 -3.17164e-13 -4.39236e-07 3.40475e-14 8.24456e-07 -3.51212e-13
85.0946 3.56688e-07 -4.1902e-13 -3.94838e-07 2.11594e-13 7.51526e-07 -6.30614e-13
85.4964 3.20374e-07 -5.16023e-13 -3.46921e-07 3.90983e-13 6.67295e-07 -9.07006e-13
85.8981 2.77064e-07 -6.06075e-13 -2.95989e-07 5.69072e-13 5.73053e-07 -1.17515e-12
86.2999 2.27773e-07 -6.87069e-13 -2.42617e-07 7.42783e-13 4.7039e-07 -1.42985e-12
86.7017 1.7372e-07 -7.57091e-13 -1.87441e-07 9.09032e-13 3.61161e-07 -1.66612e-12
87.1034 1.16297e-07 -8.14381e-13 -1.31142e-07 1.0649e-12 2.47438e-07 -1.87928e-12
87.5052 5.70327e-08 -8.57399e-13 -7.44297e-08 1.20769e-12 1.31462e-07 -2.06509e-12
87.9069 -2.4503e-09 -8.84923e-13 -1.80268e-08 1.33486e-12 1.55765e-08 -2.21978e-12
88.3087 -6.0486e-08 -8.96026e-13 3.73498e-08 1.44417e-12 -9.78358e-08 -2.3402e-12
88.7255 -1.17389e-07 -8.89594e-13 9.29735e-08 1.53667e-12 -2.10363e-07 -2.42626e-12
89.1423 -1.69158e-07 -8.64641e-13 1.46013e-07 1.60624e-12 -3.15171e-07 -2.47088e-12
89.5591 -2.14131e-07 -8.21434e-13 1.95801e-07 1.65163e-12 -4.09932e-07 -2.47306e-12
89.976 -2.50832e-07 -7.60661e-13 2.41748e-07 1.67213e-12 -4.9258e-07 -2.43279e-12
90.3928 -2.78024e-07 -6.83452e-13 2.8336e-07 1.66749e-12 -5.61383e-07 -2.35095e-12
90.8096 -2.94754e-07 -5.91413e-13 3.20248e-07 1.638e-12 -6.15002e-07 -2.22941e-12
91.2264 -3.0039e-07 -4.86483e-13 3.52139e-07 1.58449e-12 -6.52529e-07 -2.07098e-12
91.6432 -2.94647e-07 -3.71021e-13 3.78878e-07 1.50821e-12 -6.73526e-07 -1.87923e-12
92.06 -2.77602e-07 -2.47674e-13 4.00436e-07 1.411e-12 -6.78038e-07 -1.65867e-12
92.4768 -2.49693e-07 -1.19349e-13 4.16902e-07 1.29502e-12 -6.66595e-07 -1.41437e-12
92.8937 -2.11709e-07 1.09171e-14 4.28487e-07 1.16288e-12 -6.40196e-07 -1.15197e-12
93.3105 -1.64768e-07 1.39932e-13 4.35511e-07 1.01751e-12 -6.00279e-07 -8.7758e-13
93.7273 -1.10281e-07 2.64486e-13 4.384e-07 8.62106e-13 -5.4868e-07 -5.97619e-13
94.1583 -4.77601e-08 3.8532e-13 4.37585e-07 6.94501e-13 -4.85346e-07 -3.09181e-13
94.5894 1.90098e-08 4.94805e-13 4.33559e-07 5.23781e-13 -4.14549e-07 -2.89761e-14
95.0204 8.78331e-08 5.89933e-13 4.2705e-07 3.53969e-13 -3.39217e-07 2.35964e-13
95.4515 1.56445e-07 6.68113e-13 4.18846e-07 1.89096e-13 -2.62402e-07 4.79017e-13
95.8825 2.22589e-07 7.27133e-13 4.09767e-07 3.30316e-14 -1.87178e-07 6.94101e-13
96.3135 2.84102e-07 7.65299e-13 4.00649e-07 -1.1053e-13 -1.16547e-07 8.75829e-13
96.7446 3.38983e-07 7.81508e-13 3.92326e-07 -2.38148e-13 -5.33432e-08 1.01966e-12
97.1756 3.85468e-07 7.75221e-13 3.8561e-07 -3.46799e-13 -1.42281e-10 1.12202e-12
97.6067 4.22084e-07 7.46589e-13 3.81273e-07 -4.33817e-13 4.08111e-08 1.18041e-12
98.0377 4.477e-07 6.9633e-13 3.80031e-07 -4.97096e-13 6.76691e-08 1.19343e-12
98.4688 4.6156e-07 6.25845e-13 3.82531e-07 -5.34985e-13 7.90292e-08 1.16083e-12
98.8998 4.63303e-07 5.37091e-13 3.89336e-07 -5.46457e-13 7.39668e-08 1.08355e-12
99.3309 4.52965e-07 4.32531e-13 4.00914e-07 -5.31108e-13 5.20516e-08 9.63639e-13
99.7619 4.30976e-07 3.1505e-13 4.17629e-07 -4.89151e-13 1.33465e-08 8.04201e-13
100.193 3.98128e-07 1.87996e-13 4.39737e-07 -4.21379e-13 -4.16087e-08 6.09375e-13
