# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
280.745 -1.06639e-06 4.27582e-08 -9.05567e-07 -7.01783e-07 -1.60823e-07 7.44541e-07
283.173 -1.5524e-06 -1.01953e-08 -1.55746e-06 -7.43953e-07 5.06803e-09 7.33758e-07
285.601 -1.32754e-06 -1.69928e-08 -1.94377e-06 -7.46978e-07 6.16235e-07 7.29986e-07
288.029 -7.4122e-07 2.50223e-08 -2.19941e-06 -7.07548e-07 1.45819e-06 7.3257e-07
290.457 -2.71537e-07 9.24042e-08 -2.65929e-06 -6.60352e-07 2.38775e-06 7.52757e-07
292.885 -1.19541e-07 1.44224e-07 -3.47174e-06 -6.48724e-07 3.3522e-06 7.92949e-07
295.313 -1.79784e-07 1.43466e-07 -4.41942e-06 -6.86688e-07 4.23963e-06 8.30154e-07
297.741 -2.59178e-07 8.48264e-08 -5.13738e-06 -7.46913e-07 4.8782e-06 8.31739e-07
300.169 -2.55938e-07 6.97618e-09 -5.47089e-06 -7.83767e-07 5.21496e-06 7.90744e-07
302.597 -1.82579e-07 -3.06866e-08 -5.59953e-06 -7.68719e-07 5.41695e-06 7.38033e-07
305.025 -1.12509e-07 2.85146e-09 -5.83602e-06 -7.08756e-07 5.72351e-06 7.11608e-07
307.453 -1.34029e-07 7.87445e-08 -6.33875e-06 -6.38632e-07 6.20472e-06 7.17376e-07
309.881 -2.89521e-07 1.319e-07 -7.02376e-06 -5.9793e-07 6.73424e-06 7.2983e-07
312.309 -4.8105e-07 1.22113e-07 -7.71937e-06 -6.0745e-07 7.23832e-06 7.29563e-07
314.737 -4.60369e-07 6.91177e-08 -8.35104e-06 -6.55523e-07 7.89067e-06 7.2464e-07
317.275 -3.57899e-09 2.27542e-08 -8.97468e-06 -7.04517e-07 8.9711e-06 7.27271e-07
319.813 7.25477e-07 1.37636e-08 -9.55147e-06 -7.06727e-07 1.02769e-05 7.20491e-07
322.35 1.16687e-06 2.2997e-08 -9.95527e-06 -6.49507e-07 1.11221e-05 6.72504e-07
324.888 8.79098e-07 2.66067e-08 -1.00998e-05 -5.63193e-07 1.09789e-05 5.898e-07
327.425 4.53501e-08 3.28155e-08 -1.01387e-05 -4.94795e-07 1.01841e-05 5.2761e-07
329.963 -6.26447e-07 6.08242e-08 -1.04137e-05 -4.71667e-07 9.78722e-06 5.32491e-07
332.5 -5.43593e-07 9.73901e-08 -1.11341e-05 -4.86667e-07 1.05905e-05 5.84057e-07
