# t  J_bond_sc_0  J_bond_sc_1  J_bond_sc_2  J_bond_sc_3  J_bond_sc_4  J_bond_sc_5  J_bond_sc_6  J_bond_sc_7  J_bond_sc_8  J_bond_sc_9  J_bond_sc_10  J_bond_sc_11  J_bond_sc_12  J_bond_sc_13  J_bond_sc_14  J_bond_sc_15  J_bond_sc_16  J_bond_sc_17  J_bond_sc_18  J_bond_sc_19  J_bond_sc_20  J_bond_sc_21  J_bond_sc_22  J_bond_sc_23  J_bond_sc_24  J_bond_sc_25  J_bond_sc_26  J_bond_sc_27  J_bond_sc_28  J_bond_sc_29  J_bond_sc_30  J_bond_sc_31  J_bond_sc_32  J_bond_sc_33  J_bond_sc_34  J_bond_sc_35  J_bond_sc_36  J_bond_sc_37  J_bond_sc_38  J_bond_sc_39  J_bond_sc_40  J_bond_sc_41  J_bond_sc_42  J_bond_sc_43  J_bond_sc_44  J_bond_sc_45  J_bond_sc_46  J_bond_sc_47  J_bond_sc_48  J_bond_sc_49  J_bond_sc_50  J_bond_sc_51  J_bond_sc_52  J_bond_sc_53  J_bond_sc_54  J_bond_sc_55  J_bond_sc_56  J_bond_sc_57  J_bond_sc_58  J_bond_sc_59
39358.9 2.84785e-10 8.3759e-11 -6.92558e-10 -4.87922e-10 6.92578e-10 1.84361e-09 -2.84825e-10 -4.88295e-10 8.37913e-11 -2.14259e-09 -2.14142e-09 1.37222e-09 2.78354e-09 -8.10863e-10 -9.49442e-10 -2.7861e-09 -3.22017e-09 1.37319e-09 2.14412e-09 -9.49103e-10 -8.12398e-10 -1.84766e-09 -2.14412e-09 6.94012e-10 6.94012e-10 -4.88869e-10 -2.85593e-10 -2.85593e-10 -4.88869e-10 8.40046e-11 -8.40046e-11 8.1045e-10 -1.37139e-09 -9.47935e-10 2.78226e-09 -3.22031e-09 -2.78226e-09 3.22017e-09 -2.7861e-09 -2.78354e-09 1.37319e-09 -8.12398e-10 -9.49102e-10 9.47936e-10 -1.37139e-09 -8.10448e-10 2.14142e-09 -2.14259e-09 -1.8436e-09 1.37222e-09 -9.49441e-10 -8.10861e-10 4.87922e-10 -6.92556e-10 -2.84784e-10 6.92576e-10 -4.88295e-10 -2.84825e-10 8.37587e-11 -8.37911e-11
39361.2 2.17046e-10 6.40292e-11 -5.25054e-10 -3.71869e-10 5.24898e-10 1.39875e-09 -2.16252e-10 -3.65799e-10 6.35218e-11 -1.60156e-09 -1.61975e-09 1.02563e-09 2.08417e-09 -6.10708e-10 -6.98649e-10 -2.04477e-09 -2.40451e-09 1.0088e-09 1.57694e-09 -7.03617e-10 -5.88055e-10 -1.33393e-09 -1.57694e-09 5.02026e-10 5.02026e-10 -3.55938e-10 -2.05053e-10 -2.05053e-10 -3.55938e-10 6.02226e-11 -6.02225e-11 6.17842e-10 -1.03856e-09 -7.22462e-10 2.10527e-09 -2.40218e-09 -2.10527e-09 2.40451e-09 -2.04477e-09 -2.08417e-09 1.0088e-09 -5.88056e-10 -7.03618e-10 7.22462e-10 -1.03856e-09 -6.17843e-10 1.61975e-09 -1.60156e-09 -1.39875e-09 1.02564e-09 -6.9865e-10 -6.10709e-10 3.7187e-10 -5.25055e-10 -2.17047e-10 5.24899e-10 -3.658e-10 -2.16253e-10 6.40293e-11 -6.3522e-11
39363.5 -2.34985e-10 -6.90534e-11 5.72186e-10 4.02519e-10 -5.72234e-10 -1.52284e-09 2.35268e-10 4.04649e-10 -6.92306e-11 1.77663e-09 1.77028e-09 -1.13782e-09 -2.30721e-09 6.71148e-10 7.90409e-10 2.32095e-09 2.67091e-09 -1.14377e-09 -1.78525e-09 7.88684e-10 6.79004e-10 1.54554e-09 1.78525e-09 -5.80241e-10 -5.80241e-10 4.08129e-10 2.39146e-10 2.39146e-10 4.08129e-10 -7.03816e-11 7.03817e-11 -6.68631e-10 1.13331e-09 7.82081e-10 -2.2998e-09 2.67173e-09 2.29979e-09 -2.67091e-09 2.32095e-09 2.3072e-09 -1.14377e-09 6.79004e-10 7.88683e-10 -7.82081e-10 1.13331e-09 6.68629e-10 -1.77028e-09 1.77663e-09 1.52284e-09 -1.13782e-09 7.90408e-10 6.71146e-10 -4.02518e-10 5.72184e-10 2.34984e-10 -5.72232e-10 4.04648e-10 2.35267e-10 -6.90531e-11 6.92303e-11
39365.8 -2.7079e-10 -7.98149e-11 6.55921e-10 4.63848e-10 -6.55761e-10 -1.74699e-09 2.70094e-10 4.58406e-10 -7.93577e-11 2.0083e-09 2.02471e-09 -1.28609e-09 -2.61241e-09 7.64361e-10 8.79813e-10 2.57684e-09 3.01607e-09 -1.2711e-09 -1.98619e-09 8.84326e-10 7.43785e-10 1.68874e-09 1.98619e-09 -6.35203e-10 -6.35203e-10 4.49626e-10 2.59904e-10 2.59904e-10 4.49627e-10 -7.63805e-11 7.63805e-11 -7.70713e-10 1.29773e-09 9.01243e-10 -2.6313e-09 3.01398e-09 2.6313e-09 -3.01607e-09 2.57684e-09 2.61241e-09 -1.2711e-09 7.43785e-10 8.84326e-10 -9.01243e-10 1.29773e-09 7.70714e-10 -2.02471e-09 2.0083e-09 1.74699e-09 -1.28609e-09 8.79814e-10 7.64362e-10 -4.63849e-10 6.55922e-10 2.7079e-10 -6.55761e-10 4.58407e-10 2.70094e-10 -7.9815e-11 7.93578e-11
39368 1.72849e-10 5.07334e-11 -4.21873e-10 -2.96169e-10 4.21984e-10 1.12248e-09 -1.73317e-10 -2.99849e-10 5.10431e-11 -1.3176e-09 -1.30648e-09 8.4391e-10 1.70981e-09 -4.9611e-10 -5.89881e-10 -1.73391e-09 -1.98162e-09 8.54021e-10 1.33255e-09 -5.86814e-10 -5.10073e-10 -1.16189e-09 -1.33255e-09 4.35892e-10 4.35892e-10 -3.05771e-10 -1.80233e-10 -1.80233e-10 -3.05771e-10 5.30594e-11 -5.30594e-11 4.91826e-10 -8.36029e-10 -5.75376e-10 1.69705e-09 -1.98304e-09 -1.69705e-09 1.98162e-09 -1.73391e-09 -1.70981e-09 8.5402e-10 -5.10073e-10 -5.86813e-10 5.75376e-10 -8.36028e-10 -4.91824e-10 1.30648e-09 -1.31759e-09 -1.12247e-09 8.43908e-10 -5.89879e-10 -4.96108e-10 2.96168e-10 -4.21871e-10 -1.72848e-10 4.21982e-10 -2.99847e-10 -1.73316e-10 5.07332e-11 -5.10428e-11
39370.3 3.10214e-10 9.13836e-11 -7.52298e-10 -5.31485e-10 7.52187e-10 2.00342e-09 -3.09636e-10 -5.2709e-10 9.10167e-11 -2.31016e-09 -2.32331e-09 1.47947e-09 3.00389e-09 -8.7776e-10 -1.01534e-09 -2.97541e-09 -3.47009e-09 1.46725e-09 2.29233e-09 -1.01893e-09 -8.61409e-10 -1.95651e-09 -2.29233e-09 7.35634e-10 7.35634e-10 -5.19936e-10 -3.01554e-10 -3.01554e-10 -5.19936e-10 8.8631e-11 -8.86309e-11 8.82937e-10 -1.48882e-09 -1.03257e-09 3.01918e-09 -3.46842e-09 -3.01917e-09 3.47009e-09 -2.97541e-09 -3.00389e-09 1.46725e-09 -8.61409e-10 -1.01893e-09 1.03257e-09 -1.48882e-09 -8.82937e-10 2.32331e-09 -2.31016e-09 -2.00342e-09 1.47947e-09 -1.01534e-09 -8.7776e-10 5.31486e-10 -7.52298e-10 -3.10214e-10 7.52187e-10 -5.2709e-10 -3.09636e-10 9.13836e-11 -9.10167e-11
39372.6 -1.01782e-10 -2.97865e-11 2.4958e-10 1.74323e-10 -2.49705e-10 -6.63574e-10 1.02432e-10 1.79278e-10 -3.02004e-11 7.89371e-10 7.74535e-10 -5.05585e-10 -1.02293e-09 2.95322e-10 3.58152e-10 1.05505e-09 1.18831e-09 -5.19345e-10 -8.0946e-10 3.54103e-10 3.13772e-10 7.1646e-10 8.09459e-10 -2.68364e-10 -2.68364e-10 1.87334e-10 1.1155e-10 1.1155e-10 1.87334e-10 -3.28901e-11 3.28902e-11 -2.89494e-10 4.95047e-10 3.38725e-10 -1.0057e-09 1.19021e-09 1.0057e-09 -1.18831e-09 1.05505e-09 1.02292e-09 -5.19345e-10 3.13771e-10 3.54101e-10 -3.38726e-10 4.95046e-10 2.89492e-10 -7.74533e-10 7.89367e-10 6.63569e-10 -5.05583e-10 3.5815e-10 2.9532e-10 -1.74322e-10 2.49578e-10 1.01781e-10 -2.49703e-10 1.79276e-10 1.02431e-10 -2.97862e-11 3.02e-11
39374.9 -3.33398e-10 -9.81553e-11 8.09218e-10 5.71104e-10 -8.09124e-10 -2.15467e-09 3.33024e-10 5.68149e-10 -9.79065e-11 2.49118e-09 2.50012e-09 -1.59537e-09 -3.23842e-09 9.45377e-10 1.09797e-09 3.21904e-09 3.74276e-09 -1.58727e-09 -2.47915e-09 1.10043e-09 9.34127e-10 2.12299e-09 2.47915e-09 -7.97943e-10 -7.97943e-10 5.63396e-10 3.27446e-10 3.27446e-10 5.63396e-10 -9.62835e-11 9.62835e-11 -9.48817e-10 1.60172e-09 1.10963e-09 -3.24868e-09 3.74163e-09 3.24868e-09 -3.74276e-09 3.21904e-09 3.23842e-09 -1.58727e-09 9.34127e-10 1.10043e-09 -1.10963e-09 1.60171e-09 9.48817e-10 -2.50012e-09 2.49118e-09 2.15467e-09 -1.59537e-09 1.09797e-09 9.45377e-10 -5.71104e-10 8.09218e-10 3.33398e-10 -8.09124e-10 5.68149e-10 3.33024e-10 -9.81554e-11 9.79064e-11
39377.2 2.53933e-11 7.29597e-12 -6.43064e-11 -4.35616e-11 6.44767e-11 1.70263e-10 -2.6133e-11 -4.93493e-11 7.78226e-12 -2.19684e-10 -2.02232e-10 1.408e-10 2.8215e-10 -7.89022e-11 -1.07378e-10 -3.19983e-10 -3.3244e-10 1.56731e-10 2.43196e-10 -1.02575e-10 -1.0079e-10 -2.32215e-10 -2.43195e-10 8.63383e-11 8.63383e-11 -5.86828e-11 -3.6972e-11 -3.69719e-11 -5.86824e-11 1.09486e-11 -1.09486e-11 7.21496e-11 -1.28418e-10 -8.45865e-11 2.62068e-10 -3.34661e-10 -2.62065e-10 3.3244e-10 -3.19982e-10 -2.82146e-10 1.5673e-10 -1.0079e-10 -1.02573e-10 8.45867e-11 -1.28417e-10 -7.21478e-11 2.0223e-10 -2.19681e-10 -1.70258e-10 1.40797e-10 -1.07377e-10 -7.89e-11 4.35608e-11 -6.43046e-11 -2.53923e-11 6.4475e-11 -4.93481e-11 -2.61321e-11 7.29559e-12 -7.78211e-12
39379.5 3.39019e-10 9.9763e-11 -8.23684e-10 -5.80841e-10 8.23658e-10 2.19295e-09 -3.3884e-10 -5.79536e-10 9.96553e-11 -2.54197e-09 -2.54583e-09 1.62797e-09 3.30336e-09 -9.63274e-10 -1.12338e-09 -3.29502e-09 -3.81971e-09 1.6243e-09 2.53668e-09 -1.12441e-09 -9.58538e-10 -2.17908e-09 -2.53668e-09 8.18762e-10 8.18762e-10 -5.7738e-10 -3.36505e-10 -3.36505e-10 -5.7738e-10 9.89545e-11 -9.89545e-11 9.64835e-10 -1.63073e-09 -1.12846e-09 3.30791e-09 -3.81922e-09 -3.30791e-09 3.81971e-09 -3.29502e-09 -3.30335e-09 1.62429e-09 -9.58538e-10 -1.12441e-09 1.12846e-09 -1.63073e-09 -9.64834e-10 2.54583e-09 -2.54197e-09 -2.19294e-09 1.62797e-09 -1.12338e-09 -9.63273e-10 5.80841e-10 -8.23683e-10 -3.39019e-10 8.23658e-10 -5.79536e-10 -3.3884e-10 9.97629e-11 -9.96552e-11
39381.7 5.21695e-11 1.5535e-11 -1.24172e-10 -8.94213e-11 1.24015e-10 3.31586e-10 -5.13606e-11 -8.32464e-11 1.50191e-11 -3.61786e-10 -3.80281e-10 2.3164e-10 4.73405e-10 -1.41388e-10 -1.49477e-10 -4.33352e-10 -5.41237e-10 2.14502e-10 3.3674e-10 -1.54524e-10 -1.18372e-10 -2.65666e-10 -3.36741e-10 1.00754e-10 1.00754e-10 -7.32095e-11 -3.9983e-11 -3.9983e-11 -7.32098e-11 1.16649e-11 -1.16647e-11 1.4865e-10 -2.4478e-10 -1.73693e-10 4.9487e-10 -5.38876e-10 -4.94872e-10 5.41237e-10 -4.33353e-10 -4.73408e-10 2.14502e-10 -1.18372e-10 -1.54526e-10 1.73693e-10 -2.44782e-10 -1.48651e-10 3.80283e-10 -3.61789e-10 -3.3159e-10 2.31642e-10 -1.49478e-10 -1.4139e-10 8.94219e-11 -1.24174e-10 -5.21704e-11 1.24016e-10 -8.32476e-11 -5.13615e-11 1.55352e-11 -1.50194e-11
39384 -3.26948e-10 -9.61536e-11 7.95039e-10 5.60054e-10 -7.95038e-10 -2.11636e-09 3.2702e-10 5.6054e-10 -9.61929e-11 2.4597e-09 2.4583e-09 -1.57526e-09 -3.19562e-09 9.30965e-10 1.09002e-09 3.19863e-09 3.69682e-09 -1.57666e-09 -2.46163e-09 1.08965e-09 9.32619e-10 2.12145e-09 2.46163e-09 -7.9683e-10 -7.9683e-10 5.61358e-10 3.27825e-10 3.27825e-10 5.61358e-10 -9.64441e-11 9.64442e-11 -9.30373e-10 1.57426e-09 1.08816e-09 -3.19392e-09 3.69702e-09 3.19392e-09 -3.69682e-09 3.19863e-09 3.19561e-09 -1.57666e-09 9.32619e-10 1.08965e-09 -1.08816e-09 1.57426e-09 9.30372e-10 -2.4583e-09 2.4597e-09 2.11635e-09 -1.57526e-09 1.09002e-09 9.30963e-10 -5.60054e-10 7.95038e-10 3.26947e-10 -7.95037e-10 5.60539e-10 3.27019e-10 -9.61534e-11 9.61928e-11
39386.3 -1.26981e-10 -3.75313e-11 3.0604e-10 2.17474e-10 -3.05862e-10 -8.15663e-10 1.26212e-10 2.11457e-10 -3.70257e-11 9.24491e-10 9.42634e-10 -5.91963e-10 -1.20457e-09 3.54454e-10 3.9888e-10 1.16524e-09 1.38701e-09 -5.754e-10 -9.00035e-10 4.03869e-10 3.31694e-10 7.51251e-10 9.00036e-10 -2.83129e-10 -2.83129e-10 2.01751e-10 1.14939e-10 1.14939e-10 2.01752e-10 -3.37329e-11 3.37329e-11 -3.61477e-10 6.04841e-10 4.22576e-10 -1.22545e-09 1.38471e-09 1.22545e-09 -1.38701e-09 1.16524e-09 1.20457e-09 -5.754e-10 3.31695e-10 4.0387e-10 -4.22576e-10 6.04842e-10 3.61478e-10 -9.42635e-10 9.24493e-10 8.15667e-10 -5.91965e-10 3.98881e-10 3.54455e-10 -2.17475e-10 3.06041e-10 1.26982e-10 -3.05863e-10 2.11458e-10 1.26213e-10 -3.75315e-11 3.70259e-11
39388.6 2.97702e-10 8.75037e-11 -7.24771e-10 -5.10066e-10 7.24842e-10 1.92906e-09 -2.97976e-10 -5.12266e-10 8.76897e-11 -2.24876e-09 -2.24208e-09 1.44024e-09 2.92044e-09 -8.49712e-10 -9.99638e-10 -2.93493e-09 -3.38043e-09 1.44624e-09 2.25769e-09 -9.9778e-10 -8.58141e-10 -1.95265e-09 -2.25768e-09 7.33163e-10 7.33163e-10 -5.15779e-10 -3.02155e-10 -3.02155e-10 -5.15779e-10 8.88993e-11 -8.88993e-11 8.4717e-10 -1.43552e-09 -9.90945e-10 2.91283e-09 -3.38129e-09 -2.91283e-09 3.38043e-09 -2.93492e-09 -2.92044e-09 1.44624e-09 -8.58141e-10 -9.97778e-10 9.90946e-10 -1.43551e-09 -8.47168e-10 2.24208e-09 -2.24875e-09 -1.92905e-09 1.44024e-09 -9.99636e-10 -8.4971e-10 5.10066e-10 -7.24769e-10 -2.97701e-10 7.2484e-10 -5.12265e-10 -2.97975e-10 8.75034e-11 -8.76895e-11
39390.9 1.94984e-10 5.752e-11 -4.71724e-10 -3.34088e-10 4.71586e-10 1.25667e-09 -1.94275e-10 -3.28691e-10 5.70695e-11 -1.43911e-09 -1.45526e-09 9.21605e-10 1.87269e-09 -5.48693e-10 -6.27886e-10 -1.83772e-09 -2.16061e-09 9.06605e-10 1.4172e-09 -6.32285e-10 -5.28604e-10 -1.19905e-09 -1.4172e-09 4.51253e-10 4.51253e-10 -3.19904e-10 -1.84344e-10 -1.84344e-10 -3.19904e-10 5.41384e-11 -5.41383e-11 5.5505e-10 -9.3309e-10 -6.49047e-10 1.89147e-09 -2.15856e-09 -1.89147e-09 2.16061e-09 -1.83772e-09 -1.87269e-09 9.06605e-10 -5.28604e-10 -6.32285e-10 6.49047e-10 -9.33091e-10 -5.55051e-10 1.45526e-09 -1.43911e-09 -1.25667e-09 9.21605e-10 -6.27887e-10 -5.48694e-10 3.34089e-10 -4.71724e-10 -1.94985e-10 4.71587e-10 -3.28691e-10 -1.94275e-10 5.75201e-11 -5.70698e-11
39393.2 -2.52988e-10 -7.42989e-11 6.16661e-10 4.3335e-10 -6.1675e-10 -1.64096e-09 2.53485e-10 4.37116e-10 -7.46129e-11 1.91999e-09 1.90874e-09 -1.22965e-09 -2.49258e-09 7.24252e-10 8.56733e-10 2.51694e-09 2.88701e-09 -1.24013e-09 -1.93524e-09 8.53666e-10 7.38209e-10 1.68111e-09 1.93524e-09 -6.30912e-10 -6.30912e-10 4.43248e-10 2.60377e-10 2.60377e-10 4.43248e-10 -7.66514e-11 7.66514e-11 -7.19815e-10 1.22166e-09 8.41991e-10 -2.47949e-09 2.88846e-09 2.47948e-09 -2.88701e-09 2.51693e-09 2.49257e-09 -1.24013e-09 7.38208e-10 8.53664e-10 -8.41991e-10 1.22166e-09 7.19813e-10 -1.90874e-09 1.91999e-09 1.64096e-09 -1.22965e-09 8.56732e-10 7.24249e-10 -4.33349e-10 6.16659e-10 2.52987e-10 -6.16748e-10 4.37114e-10 2.53484e-10 -7.42987e-11 7.46125e-11
39395.5 -2.52781e-10 -7.44826e-11 6.12632e-10 4.32986e-10 -6.12498e-10 -1.63155e-09 2.52235e-10 4.2869e-10 -7.41212e-11 1.87856e-09 1.89153e-09 -1.203e-09 -2.4432e-09 7.14418e-10 8.24348e-10 2.41507e-09 2.82152e-09 -1.19119e-09 -1.86107e-09 8.27917e-10 6.98106e-10 1.58551e-09 1.86107e-09 -5.96246e-10 -5.96246e-10 4.21765e-10 2.44149e-10 2.44149e-10 4.21765e-10 -7.1764e-11 7.1764e-11 -7.19428e-10 1.21222e-09 8.41289e-10 -2.45812e-09 2.8199e-09 2.45812e-09 -2.82152e-09 2.41507e-09 2.4432e-09 -1.19119e-09 6.98106e-10 8.27917e-10 -8.41289e-10 1.21222e-09 7.19428e-10 -1.89153e-09 1.87856e-09 1.63155e-09 -1.203e-09 8.24349e-10 7.14418e-10 -4.32986e-10 6.12632e-10 2.52781e-10 -6.12498e-10 4.2869e-10 2.52235e-10 -7.44827e-11 7.41212e-11
39397.7 1.95017e-10 5.7215e-11 -4.76345e-10 -3.34159e-10 4.76495e-10 1.26728e-09 -1.95651e-10 -3.39141e-10 5.76342e-11 -1.4907e-09 -1.47566e-09 9.54797e-10 1.93398e-09 -5.60689e-10 -6.68807e-10 -1.96659e-09 -2.24229e-09 9.68489e-10 1.51094e-09 -6.64659e-10 -5.79576e-10 -1.32063e-09 -1.51094e-09 4.95319e-10 4.95319e-10 -3.47162e-10 -2.05006e-10 -2.05006e-10 -3.47161e-10 6.03623e-11 -6.03623e-11 5.54885e-10 -9.44131e-10 -6.49174e-10 1.91671e-09 -2.24421e-09 -1.9167e-09 2.24229e-09 -1.96659e-09 -1.93398e-09 9.68488e-10 -5.79575e-10 -6.64658e-10 6.49175e-10 -9.4413e-10 -5.54883e-10 1.47566e-09 -1.4907e-09 -1.26728e-09 9.54795e-10 -6.68806e-10 -5.60686e-10 3.34158e-10 -4.76343e-10 -1.95016e-10 4.76493e-10 -3.3914e-10 -1.9565e-10 5.72146e-11 -5.76339e-11
39400 2.97211e-10 8.75134e-11 -7.21358e-10 -5.09223e-10 7.2129e-10 1.9208e-09 -2.96826e-10 -5.06344e-10 8.72742e-11 -2.21996e-09 -2.22854e-09 1.42172e-09 2.88582e-09 -8.42489e-10 -9.78044e-10 -2.86725e-09 -3.33512e-09 1.41368e-09 2.20826e-09 -9.80361e-10 -8.31865e-10 -1.89011e-09 -2.20826e-09 7.10452e-10 7.10452e-10 -5.01627e-10 -2.91577e-10 -2.91577e-10 -5.01627e-10 8.57153e-11 -8.57152e-11 8.45901e-10 -1.42784e-09 -9.89306e-10 2.89586e-09 -3.33404e-09 -2.89586e-09 3.33512e-09 -2.86725e-09 -2.88582e-09 1.41368e-09 -8.31865e-10 -9.80361e-10 9.89306e-10 -1.42784e-09 -8.45901e-10 2.22854e-09 -2.21996e-09 -1.9208e-09 1.42172e-09 -9.78044e-10 -8.42488e-10 5.09223e-10 -7.21358e-10 -2.97211e-10 7.21289e-10 -5.06344e-10 -2.96826e-10 8.75133e-11 -8.72741e-11
39402.3 -1.27e-10 -3.71774e-11 3.11261e-10 2.17514e-10 -3.11407e-10 -8.27631e-10 1.27765e-10 2.23338e-10 -3.76637e-11 9.83179e-10 9.65746e-10 -6.29715e-10 -1.27428e-09 3.68085e-10 4.45482e-10 1.31203e-09 1.47993e-09 -6.45893e-10 -1.0068e-09 4.40728e-10 3.89761e-10 8.8979e-10 1.0068e-09 -3.3334e-10 -3.3334e-10 2.32812e-10 1.38478e-10 1.38478e-10 2.32812e-10 -4.0825e-11 4.08251e-11 -3.6123e-10 6.17328e-10 4.2265e-10 -1.25403e-09 1.48216e-09 1.25403e-09 -1.47993e-09 1.31203e-09 1.27427e-09 -6.45893e-10 3.89761e-10 4.40727e-10 -4.22651e-10 6.17327e-10 3.61228e-10 -9.65744e-10 9.83175e-10 8.27626e-10 -6.29713e-10 4.45481e-10 3.68083e-10 -2.17513e-10 3.11259e-10 1.26999e-10 -3.11405e-10 2.23337e-10 1.27764e-10 -3.71772e-11 3.76634e-11
39404.6 -3.26132e-10 -9.5964e-11 7.92319e-10 5.58647e-10 -7.92269e-10 -2.10938e-09 3.25988e-10 5.5746e-10 -9.58632e-11 2.44527e-09 2.4489e-09 -1.56598e-09 -3.17779e-09 9.2672e-10 1.08071e-09 3.1699e-09 3.67444e-09 -1.56277e-09 -2.44039e-09 1.08172e-09 9.22073e-10 2.09658e-09 2.44039e-09 -7.87741e-10 -7.87741e-10 5.5557e-10 3.23672e-10 3.23672e-10 5.5557e-10 -9.51997e-11 9.51997e-11 -9.28087e-10 1.56857e-09 1.08543e-09 -3.18191e-09 3.67402e-09 3.1819e-09 -3.67444e-09 3.1699e-09 3.17778e-09 -1.56277e-09 9.22073e-10 1.08171e-09 -1.08543e-09 1.56857e-09 9.28086e-10 -2.4489e-09 2.44527e-09 2.10938e-09 -1.56598e-09 1.08071e-09 9.26719e-10 -5.58647e-10 7.92318e-10 3.26131e-10 -7.92268e-10 5.5746e-10 3.25988e-10 -9.5964e-11 9.5863e-11
39406.9 5.23467e-11 1.52137e-11 -1.29998e-10 -8.97478e-11 1.30182e-10 3.45094e-10 -5.31313e-11 -9.58929e-11 1.57302e-11 -4.24086e-10 -4.05551e-10 2.71721e-10 5.47526e-10 -1.56021e-10 -1.9852e-10 -5.8771e-10 -6.39781e-10 2.8863e-10 4.49068e-10 -1.93421e-10 -1.79284e-10 -4.1089e-10 -4.49068e-10 1.53404e-10 1.53404e-10 -1.05802e-10 -6.4655e-11 -6.4655e-11 -1.05802e-10 1.90947e-11 -1.90948e-11 1.48851e-10 -2.58563e-10 -1.74312e-10 5.26198e-10 -6.42126e-10 -5.26196e-10 6.39781e-10 -5.87708e-10 -5.47522e-10 2.88629e-10 -1.79284e-10 -1.93419e-10 1.74312e-10 -2.58562e-10 -1.48849e-10 4.05549e-10 -4.24084e-10 -3.4509e-10 2.71719e-10 -1.98518e-10 -1.56019e-10 8.9747e-11 -1.29996e-10 -5.23459e-11 1.30181e-10 -9.58917e-11 -5.31304e-11 1.52134e-11 -1.57301e-11
39409.2 3.37896e-10 9.93765e-11 -8.21779e-10 -5.7893e-10 8.21805e-10 2.18757e-09 -3.37956e-10 -5.79492e-10 9.94258e-11 -2.5428e-09 -2.54103e-09 1.62853e-09 3.30337e-09 -9.62215e-10 -1.127e-09 -3.30722e-09 -3.82168e-09 1.62999e-09 2.54508e-09 -1.12648e-09 -9.64521e-10 -2.19367e-09 -2.54507e-09 8.2395e-10 8.2395e-10 -5.80345e-10 -3.39105e-10 -3.39105e-10 -5.80345e-10 9.97434e-11 -9.97434e-11 9.61597e-10 -1.6273e-09 -1.12473e-09 3.30146e-09 -3.82192e-09 -3.30145e-09 3.82168e-09 -3.30722e-09 -3.30337e-09 1.62999e-09 -9.64521e-10 -1.12648e-09 1.12473e-09 -1.6273e-09 -9.61596e-10 2.54103e-09 -2.5428e-09 -2.18756e-09 1.62853e-09 -1.127e-09 -9.62214e-10 5.78929e-10 -8.21778e-10 -3.37895e-10 8.21804e-10 -5.79491e-10 -3.37956e-10 9.93763e-11 -9.94257e-11
39411.4 2.48684e-11 7.49962e-12 -5.78857e-11 -4.26618e-11 5.77328e-11 1.55089e-10 -2.40797e-11 -3.66636e-11 6.99921e-12 -1.57489e-10 -1.75437e-10 1.00802e-10 2.07834e-10 -6.38923e-11 -5.93203e-11 -1.68969e-10 -2.34251e-10 8.41313e-11 1.3314e-10 -6.4206e-11 -4.15706e-11 -9.10632e-11 -1.33141e-10 3.51352e-11 3.51353e-11 -2.68967e-11 -1.30446e-11 -1.30446e-11 -2.68969e-11 3.74144e-12 -3.74139e-12 7.09583e-11 -1.13567e-10 -8.28351e-11 2.28701e-10 -2.31978e-10 -2.28703e-10 2.34251e-10 -1.68969e-10 -2.07837e-10 8.41319e-11 -4.15708e-11 -6.42071e-11 8.2835e-11 -1.13568e-10 -7.09595e-11 1.75439e-10 -1.57491e-10 -1.55092e-10 1.00804e-10 -5.93213e-11 -6.38939e-11 4.26623e-11 -5.78869e-11 -2.48692e-11 5.77341e-11 -3.66645e-11 -2.40804e-11 7.49978e-12 -6.9994e-12
39413.7 -3.32084e-10 -9.76088e-11 8.08314e-10 5.68844e-10 -8.0836e-10 -2.15139e-09 3.32393e-10 5.71149e-10 -9.78003e-11 2.50726e-09 2.50041e-09 -1.60573e-09 -3.25641e-09 9.47662e-10 1.11424e-09 3.27124e-09 3.76901e-09 -1.61218e-09 -2.51656e-09 1.11238e-09 9.56112e-10 2.1759e-09 2.51656e-09 -8.17e-10 -8.17e-10 5.74916e-10 3.36557e-10 3.36557e-10 5.74915e-10 -9.90396e-11 9.90396e-11 -9.44935e-10 1.60087e-09 1.10525e-09 -3.2484e-09 3.76992e-09 3.2484e-09 -3.76901e-09 3.27124e-09 3.25641e-09 -1.61218e-09 9.56111e-10 1.11237e-09 -1.10525e-09 1.60087e-09 9.44934e-10 -2.5004e-09 2.50726e-09 2.15139e-09 -1.60573e-09 1.11424e-09 9.4766e-10 -5.68844e-10 8.08312e-10 3.32083e-10 -8.08358e-10 5.71148e-10 3.32392e-10 -9.76087e-11 9.78001e-11
39416 -1.00779e-10 -2.98025e-11 2.4264e-10 1.72577e-10 -2.42475e-10 -6.46754e-10 1.00102e-10 1.67263e-10 -2.93557e-11 7.30977e-10 7.47016e-10 -4.68027e-10 -9.52742e-10 2.80685e-10 3.14403e-10 9.17964e-10 1.09644e-09 -4.53409e-10 -7.09339e-10 3.18811e-10 2.60529e-10 5.89818e-10 7.09339e-10 -2.22373e-10 -2.22373e-10 1.5869e-10 9.01117e-11 9.01118e-11 1.5869e-10 -2.6441e-11 2.6441e-11 -2.86886e-10 4.79424e-10 3.35353e-10 -9.71198e-10 1.09444e-09 9.71199e-10 -1.09644e-09 9.17965e-10 9.52744e-10 -4.5341e-10 2.60529e-10 3.18812e-10 -3.35353e-10 4.79425e-10 2.86887e-10 -7.47017e-10 7.30978e-10 6.46756e-10 -4.68028e-10 3.14404e-10 2.80686e-10 -1.72578e-10 2.42641e-10 1.0078e-10 -2.42476e-10 1.67263e-10 1.00102e-10 -2.98028e-11 2.93558e-11
