# t  J_bond_sc_0  J_bond_sc_1  J_bond_sc_2  J_bond_sc_3  J_bond_sc_4  J_bond_sc_5  J_bond_sc_6  J_bond_sc_7  J_bond_sc_8  J_bond_sc_9  J_bond_sc_10  J_bond_sc_11  J_bond_sc_12  J_bond_sc_13  J_bond_sc_14  J_bond_sc_15  J_bond_sc_16  J_bond_sc_17  J_bond_sc_18  J_bond_sc_19  J_bond_sc_20  J_bond_sc_21  J_bond_sc_22  J_bond_sc_23  J_bond_sc_24  J_bond_sc_25  J_bond_sc_26  J_bond_sc_27  J_bond_sc_28  J_bond_sc_29  J_bond_sc_30  J_bond_sc_31  J_bond_sc_32  J_bond_sc_33  J_bond_sc_34  J_bond_sc_35  J_bond_sc_36  J_bond_sc_37  J_bond_sc_38  J_bond_sc_39  J_bond_sc_40  J_bond_sc_41  J_bond_sc_42  J_bond_sc_43  J_bond_sc_44  J_bond_sc_45  J_bond_sc_46  J_bond_sc_47  J_bond_sc_48  J_bond_sc_49  J_bond_sc_50  J_bond_sc_51  J_bond_sc_52  J_bond_sc_53  J_bond_sc_54  J_bond_sc_55  J_bond_sc_56  J_bond_sc_57  J_bond_sc_58  J_bond_sc_59
12931.9 2.72253e-05 3.96722e-06 -9.79038e-06 3.44891e-05 -7.21162e-06 -1.92177e-06 -3.66468e-05 1.71776e-05 3.75887e-06 1.57503e-05 -1.4551e-05 -4.84643e-05 4.53604e-05 -7.0101e-05 1.65507e-05 4.66728e-05 1.04066e-06 5.02219e-05 -2.46013e-06 -1.61614e-05 7.18904e-05 -4.01123e-06 2.46014e-06 -2.90118e-06 -2.90115e-06 -2.8602e-05 3.77759e-05 3.77759e-05 -2.86019e-05 -4.30147e-06 4.30138e-06 2.04073e-05 2.33379e-05 6.88507e-07 -2.67249e-06 -1.4906e-06 2.67263e-06 -1.04065e-06 4.66727e-05 -4.53602e-05 5.02218e-05 7.18903e-05 -1.61615e-05 -6.88355e-07 2.33376e-05 -2.04068e-05 1.45509e-05 1.57503e-05 1.92172e-06 -4.84642e-05 1.65507e-05 -7.0101e-05 -3.4489e-05 -9.79038e-06 -2.72251e-05 -7.21166e-06 1.71774e-05 -3.66467e-05 3.96721e-06 -3.75884e-06
12934.2 2.64543e-05 3.74647e-06 -9.48601e-06 3.35363e-05 -6.97568e-06 -1.8866e-06 -3.5399e-05 1.65321e-05 3.75942e-06 1.49419e-05 -1.37443e-05 -4.7e-05 4.345e-05 -6.79537e-05 1.60314e-05 4.47583e-05 1.00739e-06 4.82081e-05 -2.37281e-06 -1.56441e-05 6.91797e-05 -3.8684e-06 2.37284e-06 -2.79778e-06 -2.79775e-06 -2.73398e-05 3.61651e-05 3.6165e-05 -2.73397e-05 -4.12807e-06 4.12797e-06 1.95627e-05 2.24562e-05 6.86377e-07 -2.61516e-06 -1.42573e-06 2.61529e-06 -1.00738e-06 4.47582e-05 -4.34499e-05 4.8208e-05 6.91797e-05 -1.56441e-05 -6.86226e-07 2.24558e-05 -1.95622e-05 1.37443e-05 1.49418e-05 1.88656e-06 -4.69999e-05 1.60314e-05 -6.79537e-05 -3.35362e-05 -9.48601e-06 -2.64541e-05 -6.97572e-06 1.65319e-05 -3.53989e-05 3.74646e-06 -3.75939e-06
12936.5 2.5668e-05 3.51199e-06 -9.1778e-06 3.25666e-05 -6.73366e-06 -1.85105e-06 -3.41251e-05 1.58693e-05 3.76872e-06 1.41187e-05 -1.2932e-05 -4.5509e-05 4.15283e-05 -6.57738e-05 1.55023e-05 4.28217e-05 9.69489e-07 4.61893e-05 -2.2811e-06 -1.51201e-05 6.64494e-05 -3.72917e-06 2.28113e-06 -2.69313e-06 -2.6931e-06 -2.60772e-05 3.45493e-05 3.45493e-05 -2.60771e-05 -3.95429e-06 3.95419e-06 1.87075e-05 2.15608e-05 6.83046e-07 -2.55341e-06 -1.36364e-06 2.55355e-06 -9.69478e-07 4.28215e-05 -4.15282e-05 4.61893e-05 6.64494e-05 -1.51201e-05 -6.82896e-07 2.15604e-05 -1.8707e-05 1.2932e-05 1.41187e-05 1.851e-06 -4.55089e-05 1.55022e-05 -6.57737e-05 -3.25665e-05 -9.1778e-06 -2.56678e-05 -6.7337e-06 1.58691e-05 -3.41249e-05 3.51199e-06 -3.76869e-06
12938.9 2.4867e-05 3.26388e-06 -8.86569e-06 3.15806e-05 -6.48574e-06 -1.81512e-06 -3.28258e-05 1.51899e-05 3.78681e-06 1.32827e-05 -1.21143e-05 -4.39924e-05 3.95954e-05 -6.35619e-05 1.49644e-05 4.08664e-05 9.28314e-07 4.41653e-05 -2.18652e-06 -1.45891e-05 6.37013e-05 -3.59122e-06 2.18655e-06 -2.58798e-06 -2.58796e-06 -2.48141e-05 3.29294e-05 3.29294e-05 -2.4814e-05 -3.78029e-06 3.78019e-06 1.78424e-05 2.06527e-05 6.78531e-07 -2.48771e-06 -1.30218e-06 2.48785e-06 -9.28305e-07 4.08663e-05 -3.95953e-05 4.41653e-05 6.37012e-05 -1.45892e-05 -6.78383e-07 2.06523e-05 -1.78418e-05 1.21142e-05 1.32826e-05 1.81507e-06 -4.39923e-05 1.49644e-05 -6.35619e-05 -3.15804e-05 -8.8657e-06 -2.48668e-05 -6.48578e-06 1.51896e-05 -3.28256e-05 3.26387e-06 -3.78678e-06
12941.2 2.40514e-05 3.00212e-06 -8.54878e-06 3.05793e-05 -6.23305e-06 -1.78157e-06 -3.15012e-05 1.44951e-05 3.8136e-06 1.2438e-05 -1.12883e-05 -4.24532e-05 3.76475e-05 -6.13177e-05 1.44198e-05 3.88988e-05 8.89371e-07 4.21341e-05 -2.09312e-06 -1.40497e-05 6.09378e-05 -3.45098e-06 2.09316e-06 -2.48374e-06 -2.48371e-06 -2.35498e-05 3.13064e-05 3.13063e-05 -2.35497e-05 -3.6063e-06 3.60619e-06 1.69668e-05 1.97346e-05 6.74192e-07 -2.42238e-06 -1.23584e-06 2.42252e-06 -8.89363e-07 3.88987e-05 -3.76473e-05 4.2134e-05 6.09378e-05 -1.40497e-05 -6.74045e-07 1.97343e-05 -1.69662e-05 1.12882e-05 1.24379e-05 1.78153e-06 -4.24531e-05 1.44198e-05 -6.13176e-05 -3.05792e-05 -8.54879e-06 -2.40512e-05 -6.2331e-06 1.44949e-05 -3.15011e-05 3.00212e-06 -3.81357e-06
12943.5 2.32215e-05 2.72684e-06 -8.22717e-06 2.95635e-05 -5.97581e-06 -1.75081e-06 -3.01523e-05 1.37854e-05 3.8491e-06 1.15845e-05 -1.04543e-05 -4.08919e-05 3.56855e-05 -5.90417e-05 1.3868e-05 3.6918e-05 8.52313e-07 4.00968e-05 -2.0002e-06 -1.35022e-05 5.81593e-05 -3.3101e-06 2.00025e-06 -2.37996e-06 -2.37993e-06 -2.22849e-05 2.96805e-05 2.96805e-05 -2.22848e-05 -3.43228e-06 3.43217e-06 1.60811e-05 1.88072e-05 6.7024e-07 -2.35778e-06 -1.16589e-06 2.35793e-06 -8.52308e-07 3.69178e-05 -3.56854e-05 4.00968e-05 5.81593e-05 -1.35022e-05 -6.70094e-07 1.88069e-05 -1.60806e-05 1.04543e-05 1.15845e-05 1.75077e-06 -4.08918e-05 1.3868e-05 -5.90417e-05 -2.95634e-05 -8.22718e-06 -2.32213e-05 -5.97586e-06 1.37851e-05 -3.01521e-05 2.72684e-06 -3.84906e-06
12945.8 2.23784e-05 2.43831e-06 -7.90203e-06 2.8533e-05 -5.71315e-06 -1.72012e-06 -2.878e-05 1.30602e-05 3.8934e-06 1.07191e-05 -9.61624e-06 -3.93068e-05 3.3715e-05 -5.67363e-05 1.33074e-05 3.49193e-05 8.11605e-07 3.80569e-05 -1.9037e-06 -1.29484e-05 5.5365e-05 -3.17253e-06 1.90376e-06 -2.27519e-06 -2.27517e-06 -2.10206e-05 2.80516e-05 2.80516e-05 -2.10205e-05 -3.25812e-06 3.25801e-06 1.51873e-05 1.78691e-05 6.65357e-07 -2.28974e-06 -1.09824e-06 2.28989e-06 -8.11602e-07 3.49191e-05 -3.37149e-05 3.80568e-05 5.5365e-05 -1.29484e-05 -6.65213e-07 1.78688e-05 -1.51868e-05 9.61619e-06 1.0719e-05 1.72007e-06 -3.93067e-05 1.33074e-05 -5.67362e-05 -2.85329e-05 -7.90204e-06 -2.23782e-05 -5.71319e-06 1.306e-05 -2.87798e-05 2.43832e-06 -3.89336e-06
12948.2 2.15227e-05 2.13679e-06 -7.57368e-06 2.74882e-05 -5.44494e-06 -1.68863e-06 -2.73853e-05 1.23203e-05 3.94648e-06 9.84225e-06 -8.77524e-06 -3.76983e-05 3.17376e-05 -5.44027e-05 1.27385e-05 3.29044e-05 7.66671e-07 3.60147e-05 -1.80369e-06 -1.23887e-05 5.25563e-05 -3.03741e-06 1.80375e-06 -2.16965e-06 -2.16964e-06 -1.97574e-05 2.64203e-05 2.64203e-05 -1.97573e-05 -3.08389e-06 3.08377e-06 1.42863e-05 1.69205e-05 6.59133e-07 -2.21729e-06 -1.03281e-06 2.21744e-06 -7.66669e-07 3.29042e-05 -3.17375e-05 3.60147e-05 5.25562e-05 -1.23887e-05 -6.58991e-07 1.69201e-05 -1.42858e-05 8.77519e-06 9.84223e-06 1.68858e-06 -3.76982e-05 1.27385e-05 -5.44026e-05 -2.74881e-05 -7.57368e-06 -2.15225e-05 -5.44498e-06 1.23201e-05 -2.73852e-05 2.13679e-06 -3.94643e-06
12950.5 2.06545e-05 1.82239e-06 -7.24119e-06 2.64302e-05 -5.17231e-06 -1.65887e-06 -2.59688e-05 1.15669e-05 4.00813e-06 8.9585e-06 -7.92866e-06 -3.60696e-05 2.97497e-05 -5.20406e-05 1.21633e-05 3.08801e-05 7.2304e-07 3.39683e-05 -1.70438e-06 -1.18217e-05 4.97357e-05 -2.90061e-06 1.70444e-06 -2.06487e-06 -2.06485e-06 -1.84944e-05 2.47877e-05 2.47877e-05 -1.84943e-05 -2.90982e-06 2.9097e-06 1.33777e-05 1.59642e-05 6.52839e-07 -2.14458e-06 -9.63632e-07 2.14474e-06 -7.2304e-07 3.088e-05 -2.97496e-05 3.39682e-05 4.97357e-05 -1.18218e-05 -6.52698e-07 1.59638e-05 -1.33772e-05 7.92862e-06 8.95849e-06 1.65882e-06 -3.60695e-05 1.21633e-05 -5.20405e-05 -2.64301e-05 -7.2412e-06 -2.06543e-05 -5.17236e-06 1.15667e-05 -2.59686e-05 1.8224e-06 -4.00808e-06
12952.8 1.97743e-05 1.49535e-06 -6.90436e-06 2.536e-05 -4.89583e-06 -1.63207e-06 -2.4531e-05 1.08009e-05 4.07822e-06 8.0692e-06 -7.07576e-06 -3.44219e-05 2.77506e-05 -4.96504e-05 1.15824e-05 2.88478e-05 6.82333e-07 3.19177e-05 -1.60659e-06 -1.12473e-05 4.69044e-05 -2.76214e-06 1.60666e-06 -1.96097e-06 -1.96096e-06 -1.72318e-05 2.31543e-05 2.31542e-05 -1.72317e-05 -2.73598e-06 2.73586e-06 1.24616e-05 1.50015e-05 6.47108e-07 -2.07339e-06 -8.89742e-07 2.07355e-06 -6.82334e-07 2.88477e-05 -2.77504e-05 3.19177e-05 4.69044e-05 -1.12473e-05 -6.46969e-07 1.50012e-05 -1.24611e-05 7.07572e-06 8.06919e-06 1.63202e-06 -3.44218e-05 1.15824e-05 -4.96504e-05 -2.53598e-05 -6.90437e-06 -1.97741e-05 -4.89587e-06 1.08007e-05 -2.45308e-05 1.49536e-06 -4.07817e-06
12955.2 1.88829e-05 1.15605e-06 -6.56432e-06 2.42774e-05 -4.61473e-06 -1.60582e-06 -2.30732e-05 1.00218e-05 4.15672e-06 7.17117e-06 -6.22e-06 -3.27539e-05 2.57454e-05 -4.72345e-05 1.09941e-05 2.68027e-05 6.3934e-07 2.98663e-05 -1.50636e-06 -1.06671e-05 4.40615e-05 -2.62621e-06 1.50644e-06 -1.85648e-06 -1.85647e-06 -1.5971e-05 2.15198e-05 2.15197e-05 -1.59709e-05 -2.56221e-06 2.56209e-06 1.15396e-05 1.40312e-05 6.40787e-07 -1.99996e-06 -8.17114e-07 2.00013e-06 -6.39344e-07 2.68025e-05 -2.57452e-05 2.98662e-05 4.40615e-05 -1.06671e-05 -6.40649e-07 1.40308e-05 -1.15391e-05 6.21996e-06 7.17116e-06 1.60577e-06 -3.27538e-05 1.09941e-05 -4.72344e-05 -2.42773e-05 -6.56433e-06 -1.88827e-05 -4.61478e-06 1.00216e-05 -2.30731e-05 1.15606e-06 -4.15667e-06
12957.5 1.79812e-05 8.04891e-07 -6.22174e-06 2.31827e-05 -4.32864e-06 -1.57846e-06 -2.15967e-05 9.23006e-06 4.24356e-06 6.26357e-06 -5.36365e-06 -3.10652e-05 2.37372e-05 -4.47945e-05 1.0398e-05 2.47441e-05 5.91571e-07 2.78155e-05 -1.40226e-06 -1.00822e-05 4.12076e-05 -2.49366e-06 1.40235e-06 -1.75102e-06 -1.75101e-06 -1.47124e-05 1.98846e-05 1.98846e-05 -1.47123e-05 -2.38853e-06 2.3884e-06 1.06131e-05 1.30527e-05 6.33063e-07 -1.92199e-06 -7.47948e-07 1.92216e-06 -5.91576e-07 2.47439e-05 -2.37371e-05 2.78154e-05 4.12076e-05 -1.00822e-05 -6.32926e-07 1.30524e-05 -1.06126e-05 5.36361e-06 6.26357e-06 1.57842e-06 -3.10651e-05 1.0398e-05 -4.47944e-05 -2.31826e-05 -6.22175e-06 -1.7981e-05 -4.32869e-06 9.22986e-06 -2.15965e-05 8.04906e-07 -4.2435e-06
12959.8 1.70695e-05 4.42161e-07 -5.87584e-06 2.20771e-05 -4.03857e-06 -1.55206e-06 -2.01019e-05 8.42704e-06 4.33841e-06 5.35061e-06 -4.50453e-06 -2.93588e-05 2.17231e-05 -4.23306e-05 9.79636e-06 2.26785e-05 5.43887e-07 2.57634e-05 -1.29812e-06 -9.49136e-06 3.83454e-05 -2.36038e-06 1.29822e-06 -1.64606e-06 -1.64605e-06 -1.34556e-05 1.82499e-05 1.82498e-05 -1.34555e-05 -2.21515e-06 2.21502e-06 9.68192e-06 1.20687e-05 6.2498e-07 -1.84298e-06 -6.76687e-07 1.84315e-06 -5.43894e-07 2.26783e-05 -2.17229e-05 2.57633e-05 3.83454e-05 -9.49138e-06 -6.24845e-07 1.20684e-05 -9.68141e-06 4.5045e-06 5.35062e-06 1.55201e-06 -2.93587e-05 9.79637e-06 -4.23305e-05 -2.2077e-05 -5.87585e-06 -1.70692e-05 -4.03862e-06 8.42685e-06 -2.01017e-05 4.42179e-07 -4.33835e-06
12962.1 1.61479e-05 6.81743e-08 -5.52609e-06 2.09616e-05 -3.74541e-06 -1.52853e-06 -1.85896e-05 7.61389e-06 4.44097e-06 4.4351e-06 -3.6409e-06 -2.7637e-05 1.97008e-05 -3.98429e-05 9.19039e-06 2.06096e-05 4.99729e-07 2.37091e-05 -1.19622e-06 -8.89392e-06 3.54767e-05 -2.22474e-06 1.19632e-06 -1.54227e-06 -1.54226e-06 -1.22002e-05 1.66162e-05 1.66161e-05 -1.22001e-05 -2.04221e-06 2.04207e-06 8.74575e-06 1.10811e-05 6.17546e-07 -1.76595e-06 -6.0012e-07 1.76613e-06 -4.99738e-07 2.06095e-05 -1.97006e-05 2.37091e-05 3.54767e-05 -8.89394e-06 -6.17412e-07 1.10808e-05 -8.74525e-06 3.64087e-06 4.43511e-06 1.52848e-06 -2.76369e-05 9.1904e-06 -3.98428e-05 -2.09614e-05 -5.52609e-06 -1.61477e-05 -3.74547e-06 7.6137e-06 -1.85895e-05 6.81951e-08 -4.44092e-06
12964.5 1.52175e-05 -3.16569e-07 -5.17343e-06 1.98363e-05 -3.44863e-06 -1.50605e-06 -1.70612e-05 6.7905e-06 4.55112e-06 3.51444e-06 -2.77554e-06 -2.58987e-05 1.76746e-05 -3.73335e-05 8.57864e-06 1.85333e-05 4.54892e-07 2.16555e-05 -1.09323e-06 -8.29141e-06 3.26007e-05 -2.09052e-06 1.09333e-06 -1.43836e-06 -1.43836e-06 -1.09473e-05 1.49834e-05 1.49833e-05 -1.09472e-05 -1.86956e-06 1.86943e-06 7.806e-06 1.00891e-05 6.09901e-07 -1.68805e-06 -5.2335e-07 1.68823e-06 -4.54902e-07 1.85331e-05 -1.76744e-05 2.16555e-05 3.26007e-05 -8.29143e-06 -6.09769e-07 1.00888e-05 -7.8055e-06 2.77551e-06 3.51446e-06 1.506e-06 -2.58986e-05 8.57865e-06 -3.73335e-05 -1.98362e-05 -5.17344e-06 -1.52173e-05 -3.44868e-06 6.79031e-06 -1.7061e-05 -3.16545e-07 -4.55106e-06
12966.8 1.42791e-05 -7.11514e-07 -4.81889e-06 1.87013e-05 -3.14759e-06 -1.48228e-06 -1.55179e-05 5.95694e-06 4.66868e-06 2.5865e-06 -1.9116e-06 -2.4143e-05 1.56488e-05 -3.48047e-05 7.96019e-06 1.64467e-05 4.05236e-07 1.9605e-05 -9.8636e-07 -7.68535e-06 2.97175e-05 -1.96015e-06 9.8647e-07 -1.33344e-06 -1.33343e-06 -9.69798e-06 1.33516e-05 1.33516e-05 -9.69788e-06 -1.69715e-06 1.69702e-06 6.86427e-06 9.09148e-06 6.00909e-07 -1.60586e-06 -4.50706e-07 1.60604e-06 -4.05248e-07 1.64465e-05 -1.56487e-05 1.9605e-05 2.97175e-05 -7.68537e-06 -6.00779e-07 9.09115e-06 -6.86377e-06 1.91157e-06 2.58651e-06 1.48223e-06 -2.41429e-05 7.9602e-06 -3.48046e-05 -1.87012e-05 -4.8189e-06 -1.42789e-05 -3.14764e-06 5.95675e-06 -1.55177e-05 -7.11488e-07 -4.66862e-06
